Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,HOTELS HOLIDAY INN #1,1007 E Service Rd,SE corner of building,West Memphis,AR,72301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.162953,-90.172857,3/29/2026,122703,2026-03-29 01:36:29 UTC,,,,5/11/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Verizon - Little Rock,1 Verizon Dr,,Little Rock,AR,72202,,,E,,Private,For employee use only,,,,,,4,,,Non-Networked,,200-9,34.763166,-92.302673,12/12/2025,123362,2026-02-02 23:16:24 UTC,P,,,5/1/2019,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,THADEN SCHOOL THADEN SCHOOL,201 SE 10th St,"In Parking Lot, Near Entry",Bentonville,AR,72712,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.362106,-94.20771,3/29/2026,144217,2026-03-29 01:40:27 UTC,,,,8/30/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CLINTON PRESIDENTIAL,299 Dean Kumpris Street,,Little Rock,AR,72201,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.745959,-92.259767,3/29/2026,145330,2026-03-29 01:41:08 UTC,,,,9/18/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,STATION 1 ROCKWATER STA1,1601 Rockwater Blvd,,North Little Rock,AR,72114,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.760666,-92.285965,3/29/2026,146613,2026-03-29 01:28:37 UTC,,,,10/4/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Second Presbyterian Church,600 Pleasant Valley Dr,,Little Rock,AR,72227,,501-227-0000,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,34.785954,-92.388733,1/13/2025,146724,2025-02-12 00:16:32 UTC,P,,,10/6/2019,,,,,J1772,US,,,,Public,,public,,,PLACE_OF_WORSHIP,,,,,,,Free,,,,,,,,,SOLAR,FALSE,,,,,,,,LD,FALSE,
ELEC,UARK GAPG01,601 N Lindell Ave,,Fayetteville,AR,72701,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.072323,-94.174623,3/29/2026,147508,2026-03-29 01:40:25 UTC,,,,11/5/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,UCA STATIONS HYPER STATION,201 Donaghey,Located at the Hyper Building,Conway,AR,72035,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.077457,-92.461572,3/29/2026,149882,2026-03-29 01:13:36 UTC,,,,12/11/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Fairfield Inn & Suites Little Rock Airport - Tesla Destination,4201 E Roosevelt Rd,,Little Rock,AR,72206,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.720273,-92.227918,7/1/2024,150599,2025-02-12 00:16:32 UTC,P,,,8/8/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,Staybridge Suites Little Rock-Medical Center - Tesla Destination,1020 South University,,Little Rock,AR,72204,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,34.743222,-92.341556,7/1/2024,150723,2025-02-12 00:16:32 UTC,P,,,5/7/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,HOTELS BEST WESTERN,100 Hannah Ln,East Parking Lot,Marion,AR,72364,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.209652,-90.207889,3/29/2026,152114,2026-03-29 01:44:42 UTC,,,,1/4/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,ROPESWING STATION 1,306 NE Blake Ave,Across from BlakeSt. House,Bentonville,AR,72712,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.374397,-94.205894,3/29/2026,152359,2026-03-29 01:26:16 UTC,,,,1/10/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,OZARKS PARKING STATION 4,3000 Gene George Blvd,,Springdale,AR,72762,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.159045,-94.194226,3/29/2026,152883,2026-03-29 01:47:14 UTC,,,,1/23/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Workman's Travel Center - Tesla Supercharger,898 W Monroe Ave,,Lowell,AR,72745,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,36.255355,-94.152625,7/1/2024,153886,2025-05-06 21:07:47 UTC,P,,,2/21/2020,,,,,TESLA,US,,,,Public,,public,,,REST_STOP,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,Ozark Collaborative - Tesla Destination,219 E Locust St,,Rogers,AR,72756,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,36.338139,-94.113555,7/1/2024,154209,2025-02-12 00:16:32 UTC,P,,,9/24/2019,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,THADEN SCHOOL THADEN SCHOOL 2,417 SW 10th St,East of Red Barn,Bentonville,AR,72712,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.36149,-94.20492,3/29/2026,156368,2026-03-29 01:53:39 UTC,,,,5/20/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,FIRST ELECTRIC JAX 1,1000 SJP Wright Loop RD,,Jacksonville,AR,72076,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.857888,-92.088211,3/29/2026,156369,2026-03-29 01:50:05 UTC,,,,5/20/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,TODAY'S POWER TPI HQ 1,7300 Industry Dr,,North Little Rock,AR,72117,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.743642,-92.180786,3/29/2026,163403,2026-03-29 01:55:17 UTC,,,,6/16/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Workman's Travel Center - Tesla Supercharger,3202 Pence Lane,,Ozark,AR,72949,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,35.523747,-93.863577,7/1/2024,166861,2025-05-06 21:07:47 UTC,P,,,9/10/2020,,,,,TESLA,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,OZARKS PARKING STATION 5,1636 S 48th St,Conveniently located South of the Marketplace restaurant in the Holiday Inn Parking lot.,Springdale,AR,72762,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.171764,-94.18459,3/29/2026,167224,2026-03-29 02:01:16 UTC,,,,10/2/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Natural State Beer Co,5214 W Village Pkwy,,Rogers,AR,72758,,479-202-9454,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,36.31625,-94.190292,7/3/2025,167454,2026-02-02 23:16:24 UTC,P,,,10/5/2020,,,,,J1772,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Sam's Pizza Pub - Tesla Destination,401 Burchwood Bay Rd,,Hot Springs,AR,71913,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.44982,-93.099785,7/1/2024,169088,2025-02-12 00:16:32 UTC,P,,,9/24/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,Walton Family Foundation - Tesla Destination,110 NW 2nd St Suite 200,,Bentonville,AR,72712,,877-798-3752,E,,Private,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,36.373045,-94.209684,7/1/2024,169254,2025-02-12 00:16:32 UTC,P,,,11/3/2020,,,,,TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,DOWNTOWN HUB STATION #1,415 S 1st St,,Rogers,AR,72756,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.329357,-94.116741,3/29/2026,170266,2026-03-29 01:52:18 UTC,,,,12/18/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,OZARKS PARKING STATION 2,3641 W Wedington Dr,,Fayetteville,AR,72704,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.078038,-94.211386,3/29/2026,173730,2026-03-29 01:33:02 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,SIR CHARGE ALOT SHOP01,1384 W Showroom Dr,,Fayetteville,AR,72704,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.10877,-94.17893,3/29/2026,173869,2026-03-29 01:33:28 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,SIR CHARGE ALOT STATION01,1384 W Showroom Dr,,Fayetteville,AR,72704,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.108415,-94.178858,3/29/2026,173870,2026-03-29 01:33:27 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,TODAY'S POWER TPI HQ 2,7300 Industry Dr,,North Little Rock,AR,72117,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.743591,-92.18077,3/29/2026,180587,2026-03-29 01:55:17 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HC EV STATION 01,US-64,,Conway,AR,72032,,888-758-4389,E,,Public,Mon: 6:00am-11:00pm; Tue: 6:00am-11:00pm; Wed: 6:00am-11:00pm; Thu: 6:00am-11:00pm; Fri: 6:00am-11:00pm; Sat: 6:00am-11:00pm; Sun: 6:00am-11:00pm,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.100537,-92.439829,3/29/2026,182642,2026-03-29 01:22:33 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BLUE CRANE 600 NE ALPHA,600 NE Alpha Cir.,,Bentonville,AR,72712,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.377837,-94.190726,3/29/2026,187099,2026-03-29 01:59:59 UTC,,,,4/7/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BLUE CRANE 608 NE ALPHA,608 NE Alpha Cir.,Under building in parking garage on back wall,Bentonville,AR,72712,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.378685,-94.19078,3/29/2026,187100,2026-03-29 02:06:02 UTC,,,,4/7/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BLUE CRANE 614 NE ALPHA,614 NE Alpha Cir,charger located in parking garage,Bentonville,AR,72712,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.379386,-94.191325,3/29/2026,187101,2026-03-29 02:08:34 UTC,,,,4/7/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MCEC NORTH,474 AR-18,North Corner MCEC parking lot,Blytheville,AR,72315,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.86749,-90.018792,3/29/2026,187148,2026-03-29 02:12:23 UTC,,,,4/8/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Pine Crest Shopping Center - Tesla Supercharger,1401 Pinecrest Street,,Brinkley,AR,72021,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,34.904944,-91.200032,7/1/2024,187161,2025-02-12 00:16:32 UTC,P,,,3/22/2021,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,"Van Buren, AR - Tesla Supercharger",500 Pointer Trail,,Van Buren,AR,72956,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,GPS,35.458439,-94.356127,7/1/2024,187164,2025-02-12 00:16:32 UTC,P,,,3/22/2021,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,OECC EV STATION 1,319 US-278,,East Camden,AR,71701,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.610305,-92.756204,3/29/2026,187320,2026-03-29 01:46:36 UTC,,,,4/10/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,UARK HAPG01,178 Harmon Ave,Level 4 West wall just inside entrance on right,Fayetteville,AR,72701,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.065172,-94.172496,3/29/2026,187748,2026-03-29 02:12:53 UTC,,,,4/17/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,SILOAM SPRINGS EVC 1,205 E Jefferson St,Library Parking Lot,Siloam Springs,AR,72761,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.181654,-94.540349,3/29/2026,187791,2026-03-29 02:12:40 UTC,,,,4/20/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,S1 SC EV#1,4818 AR-8,Electric Cooperative Level 2,Arkadelphia,AR,71923,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.126934,-93.13346,3/29/2026,187872,2026-03-29 02:12:52 UTC,,,,4/22/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Pine Bluff Arts & Science Center,701 S Main St,,Pine Bluff,AR,71601,,870-536-3375,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,34.22239,-92.002718,6/6/2025,190684,2026-02-02 23:16:24 UTC,P,,,4/13/2021,,,,,J1772,US,,,,Public,,public,,,MUSEUM,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Little Rock Technology Park,417 Main St,,Little Rock,AR,72201,,501-658-5231,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,200-9,34.7444,-92.270671,8/12/2025,190685,2026-02-02 23:16:24 UTC,P,,,4/14/2021,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,NONE,FALSE,,,,,,,,LD,FALSE,
ELEC,City of Lonoke,102 NW Front St,,Lonoke,AR,72086,,501-676-4300,E,,Public,24 hours daily,,,,,,6,,,Non-Networked,,200-8,34.784537,-91.900083,6/6/2025,190686,2026-02-02 23:16:24 UTC,LG,,,4/19/2021,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Mississippi County Electric Co-op,474 E State Highway 18,,Blytheville,AR,72315,,,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,35.867286,-90.018919,5/12/2025,190688,2026-02-02 23:16:24 UTC,T,,,4/22/2021,,,,,J1772,US,,,,Public,,public,,,COOP,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,LD,TRUE,
ELEC,City of Hot Springs - Tesla Destination,629 Central Ave,,Hot Springs,AR,71901,,501-321-2027,E,,Public,24 hours daily,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,34.510599,-93.05371,1/13/2026,190689,2026-02-02 23:16:24 UTC,LG,,,4/28/2021,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Promenade Hospitality,716 Rahling Rd,,Little Rock,AR,72223,,501-551-9214,E,,Public - Credit card at all times,24 hours daily; for guests only,A D Debit M V,,,,,6,,,Non-Networked,,200-8,34.762639,-92.462129,6/6/2025,190690,2026-02-02 23:16:24 UTC,P,,,4/27/2021,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,HOTEL,,,,,,,$0.35 per kWh,,,,,,,,,,TRUE,,,,,,,,LD,FALSE,
ELEC,Burgandy Hotel,1501 Merrill Dr,,Little Rock,AR,72211,,501-551-9214,E,,Public,Guest use only,A D Debit M V,,,,,2,,,Non-Networked,,200-9,34.767097,-92.399062,6/6/2025,190691,2026-02-02 23:16:24 UTC,P,,,5/14/2021,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,TRUE,,,,,,,,LD,FALSE,
ELEC,BASIN PARK BASIN HOTEL 2,103 N Main St,,Eureka Springs,AR,72632,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.404417,-93.735593,3/29/2026,191726,2026-03-29 02:16:41 UTC,,,,7/2/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BASIN PARK BASIN HOTEL 1,103 N Main St,,Eureka Springs,AR,72632,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.404432,-93.735573,3/29/2026,191727,2026-03-29 02:16:42 UTC,,,,7/2/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Steve Landers Auto Group,411 S Metro Pkwy,,Rogers,AR,72758,,888-998-2546,T,11/16/2025,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,36.331137,-94.185011,3/29/2026,192842,2026-03-29 00:36:57 UTC,,,,7/9/2021,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,Free,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,EV1 ELEMENT,3401 Medlin Ln,,Bentonville,AR,72712,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.336686,-94.186186,3/29/2026,192962,2026-03-29 01:25:53 UTC,,,,7/20/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,OZARKS PARKING PARK STATION 7,Dillards North Shiloh Dr.,Parking Lot,Fayetteville,AR,72704,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.129955,-94.147343,3/29/2026,193288,2026-03-29 02:17:31 UTC,,,,7/29/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,PARAGOULD PG COMM CNTR,3404 Linwood Dr,,Paragould,AR,72450,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.020988,-90.528199,3/29/2026,194114,2026-03-29 02:18:32 UTC,,,,8/19/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,PARAGOULD PG DOWNTOWN,110 W Court St,,Paragould,AR,72450,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.056144,-90.486904,3/29/2026,194115,2026-03-29 02:18:32 UTC,,,,8/19/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,PHILLIPS COUNTY COURTHOUSEPARK,421 Cherry St,Outside parking lot,Helena-West Helena,AR,72342,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.52846,-90.58658,3/29/2026,194786,2026-03-29 02:19:36 UTC,,,,9/1/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MARSHALLTOWN STATION 1 AR,2200 Industrial Dr,,Fayetteville,AR,72701,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,36.03816,-94.143129,3/29/2026,196062,2026-03-29 02:20:03 UTC,,,,9/18/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,NPS MWRO: HOSP Campground,305 Gulpha Gorge Rd,,Hot Springs,AR,71901,,,E,,Private - Government only,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,,,,Non-Networked,,GPS,34.524193,-93.036332,1/13/2026,196713,2026-02-02 23:16:24 UTC,FG,16,Department of the Interior,9/21/2021,,,,,NEMA1450,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOI,NATL_PARK,,,,,,,,,,,,,,,,,,,,,,Hot Springs National Park,,,LD,TRUE,
ELEC,NPS MWRO: HOSP-Cold Water Station,251 Central Ave,,Hot Springs,AR,71901,,,E,,Private - Government only,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,,,,Non-Networked,,GPS,34.516864,-93.053334,1/13/2026,196714,2026-02-02 23:16:24 UTC,FG,16,Department of the Interior,9/21/2021,,,,,NEMA1450,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOI,NATL_PARK,,,,,,,,,,,,,,,,,,,,,,Hot Springs National Park,,,LD,TRUE,
ELEC,MVD,1423 Blakely Dam Rd,,Royal,AR,71968,,,E,,Private - Government only,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,,,,Non-Networked,,GPS,34.565455,-93.199173,12/12/2025,196715,2026-02-02 23:16:24 UTC,FG,2,"Corps of Engineers, Civil Works",9/21/2021,,,,,NEMA1450,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,USACE_CW,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,LD,TRUE,
ELEC,CITY-LITTLEROCK 6TH ST CLR #2,501 Ferry St,,Little Rock,AR,72202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.742983,-92.263637,3/29/2026,200992,2026-03-29 02:22:42 UTC,,,,11/11/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CITY-LITTLEROCK 6TH ST CLR #1,501 Ferry St,,Little Rock,AR,72202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.742982,-92.263602,3/29/2026,200994,2026-03-29 02:22:46 UTC,,,,11/11/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,E&E 2AE1,5301 Northshore Dr,,North Little Rock,AR,72118,,888-758-4389,E,,Public,Mon: 12:00am-11:59pm; Tue: 12:00am-11:59pm; Wed: 12:00am-11:59pm; Thu: 12:00am-11:59pm; Fri: 12:00am-11:59pm; Sat: 12:00am-11:59pm; Sun: 12:00am-11:59pm,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.799507,-92.34688,3/29/2026,201217,2026-03-29 02:22:23 UTC,,,,11/17/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
